store_id,uptime_last_hour,downtime_last_hour,uptime_last_day,downtime_last_day,uptime_last_week,downtime_last_week
257406274356679,57.05,0.0,23.995555555555555,0.0,167.80666666666667,0.0
309081616338296,0.0,0.0,23.136944444444445,0.0,165.98055555555555,0.0
2570905277901393,0.0,57.63333333333333,4.9825,19.017222222222223,137.96194444444444,30.02111111111111
2843799253836859,0.0,55.68333333333333,0.0,23.81277777777778,0.0,166.12444444444444
3225796639170927,57.31666666666667,0.0,23.99861111111111,0.0,167.77972222222223,0.0
4518233183474396,0.0,0.0,23.98111111111111,0.0,166.56222222222223,0.0
4647420561423097,57.833333333333336,0.0,23.004166666666666,0.0,167.77694444444444,0.0
5256638191399657,0.0,0.0,23.975555555555555,0.0,166.27583333333334,0.0
5970103147320386,57.2,0.0,23.995277777777776,0.0,167.82444444444445,0.0
7234497837508091,57.05,0.0,8.914444444444445,14.088333333333333,115.58666666666667,52.41
8190313151562460,0.0,56.25,0.0,23.076944444444443,0.0,166.34055555555557
8636530640121278,56.75,0.0,23.996388888888887,0.0,167.7288888888889,0.0
10698744144787762,59.85,0.0,23.888333333333332,0.0,167.74416666666667,0.0
10913998916849586,56.483333333333334,0.0,22.99861111111111,0.0,167.82916666666668,0.0
11559715717939685,0.0,56.266666666666666,0.0,23.945,0.0,166.39805555555554
11670395796048660,0.0,59.38333333333333,0.0,23.905555555555555,0.0,166.0125
11892938598446047,58.4,0.0,10.941944444444445,12.064444444444444,121.96916666666667,45.73166666666667
12292291527292130,57.21666666666667,0.0,23.003611111111113,0.0,167.87194444444444,0.0
12554962621156313,0.0,0.0,23.97,0.0,165.83944444444444,0.0
12572597046904092,0.0,0.0,23.0575,0.0,166.48583333333335,0.0
14612117531645091,59.45,0.0,23.952222222222222,0.0,166.0125,0.0
14830874186554081,56.483333333333334,0.0,23.956944444444446,0.0,165.89055555555555,0.0
14964749219696430,57.6,0.0,23.995,0.0,167.73,0.0
14970930663539276,57.983333333333334,0.0,23.996666666666666,0.0,167.74305555555554,0.0
15554192475044929,0.0,49.666666666666664,0.0,23.89666666666667,0.0,165.9925
15594282037189158,0.0,0.0,23.0625,0.0,166.52138888888888,0.0
16606301345740600,56.666666666666664,0.0,23.984444444444446,0.0,167.7888888888889,0.0
17985349924445228,59.0,0.0,23.908333333333335,0.0,166.37083333333334,0.0
18176576077807854,0.0,56.96666666666667,10.038333333333334,13.950555555555555,107.88861111111112,59.901666666666664
18321116186166234,58.733333333333334,0.0,23.00027777777778,0.0,166.50472222222223,0.0
18505617914966079,0.0,0.0,23.04388888888889,0.0,165.87027777777777,0.0
18920323356347157,56.6,0.0,23.985,0.0,167.8463888888889,0.0
